timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1673612786205,1582,HTTP Request-0,302,Found,LoadtestingSample 1-56,text,true,,2630,112,49,49,https://pathao.com/,1582,0,1376
1673612787788,21234,HTTP Request-1,200,OK,LoadtestingSample 1-56,text,true,,113321,115,49,49,https://pathao.com/bn/,20867,0,0
1673612786153,23018,HTTP Request,200,OK,LoadtestingSample 1-51,text,true,,115956,227,48,48,https://pathao.com/bn/,1637,0,1431
1673612786153,1637,HTTP Request-0,302,Found,LoadtestingSample 1-51,text,true,,2634,112,48,48,https://pathao.com/,1637,0,1431
1673612787791,21380,HTTP Request-1,200,OK,LoadtestingSample 1-51,text,true,,113322,115,48,48,https://pathao.com/bn/,21027,0,0
1673612786054,23561,HTTP Request,200,OK,LoadtestingSample 1-41,text,true,,115963,227,47,47,https://pathao.com/bn/,1701,0,1502
1673612785946,23669,HTTP Request,200,OK,LoadtestingSample 1-29,text,true,,115956,227,47,47,https://pathao.com/bn/,1785,0,1609
1673612786054,1701,HTTP Request-0,302,Found,LoadtestingSample 1-41,text,true,,2638,112,47,47,https://pathao.com/,1701,0,1502
1673612787756,21859,HTTP Request-1,200,OK,LoadtestingSample 1-41,text,true,,113325,115,47,47,https://pathao.com/bn/,21350,0,0
1673612785946,1786,HTTP Request-0,302,Found,LoadtestingSample 1-29,text,true,,2636,112,47,47,https://pathao.com/,1785,0,1609
1673612787732,21883,HTTP Request-1,200,OK,LoadtestingSample 1-29,text,true,,113320,115,47,47,https://pathao.com/bn/,21098,0,0
1673612785945,23712,HTTP Request,200,OK,LoadtestingSample 1-24,text,true,,115943,227,45,45,https://pathao.com/bn/,1857,0,1677
1673612785945,1858,HTTP Request-0,302,Found,LoadtestingSample 1-24,text,true,,2632,112,45,45,https://pathao.com/,1857,0,1677
1673612787803,21854,HTTP Request-1,200,OK,LoadtestingSample 1-24,text,true,,113311,115,45,45,https://pathao.com/bn/,21405,0,0
1673612786312,23377,HTTP Request,200,OK,LoadtestingSample 1-67,text,true,,115947,227,44,44,https://pathao.com/bn/,1432,0,1247
1673612786312,1432,HTTP Request-0,302,Found,LoadtestingSample 1-67,text,true,,2632,112,44,44,https://pathao.com/,1432,0,1247
1673612787745,21944,HTTP Request-1,200,OK,LoadtestingSample 1-67,text,true,,113315,115,44,44,https://pathao.com/bn/,21518,0,0
1673612785952,23902,HTTP Request,200,OK,LoadtestingSample 1-19,text,true,,115953,227,43,43,https://pathao.com/bn/,1841,0,1647
1673612785952,1841,HTTP Request-0,302,Found,LoadtestingSample 1-19,text,true,,2640,112,43,43,https://pathao.com/,1841,0,1647
